video_id,start_time,end_time,filename,phrase,word_boundaries,neg_files,num_frames,score,correct_2spk,correct_4spk,correct_6spk
_fWrhM5PCyw,61.08,64.08,_fWrhM5PCyw_61.080000-64.080000/00000,two things together bring together powerful,"[['two', 0, 4], ['things', 6, 11], ['together', 12, 25], ['bring', 39, 44], ['together', 46, 58], ['powerful', 62, 75]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
3op99IT5Mas,79.1984,81.1584,3op99IT5Mas_79.198400-81.158400/00000,i read the name of the student and i was,"[['i', 0, 1], ['read', 3, 7], ['the', 8, 10], ['name', 12, 18], ['of', 19, 20], ['the', 21, 23], ['student', 25, 37], ['and', 39, 41], ['i', 43, 44], ['was', 45, 49]]","['IG7xDUyOqmU_106.208000-108.208000/00000', '9abjsU7ibvE_283.341100-285.301100/00000', 'acu6sf807QQ_141.774167-143.694167/00000', 'bwmWHV79vTQ_55.260267-57.220267/00000', 'ulLwMrZ-_Jo_159.542300-161.462300/00000']",51,"[0.95513153, 0.5705027, 0.6487038]",1.0,0.0,0.0
hsNAos3Yubc,180.305,182.465,hsNAos3Yubc_180.305000-182.465000/00000,in undergrad but you know we all experiment a little in,"[['in', 0, 2], ['undergrad', 3, 13], ['but', 15, 17], ['you', 18, 20], ['know', 21, 24], ['we', 25, 27], ['all', 28, 31], ['experiment', 32, 44], ['a', 45, 46], ['little', 46, 51], ['in', 52, 54]]","['OI5FhTcrIsE_14.820000-17.060000/00000', 'NpAajS0tVKI_265.160000-267.280000/00000', '9gA61tb284M_131.928000-134.128000/00000', 'auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000']",55,"[0.98746747, 0.85139126, 0.65582144]",1.0,1.0,0.0
qJMcm3PCPRc,23.577,29.257,qJMcm3PCPRc_23.577000-29.257000/00000,you listening to the marketplace are you focused on the customer translating changes in the marketplace,"[['you', 0, 3], ['listening', 3, 12], ['to', 14, 16], ['the', 18, 21], ['marketplace', 25, 43], ['are', 43, 45], ['you', 46, 49], ['focused', 51, 59], ['on', 61, 63], ['the', 63, 65], ['customer', 67, 81], ['translating', 91, 108], ['changes', 109, 120], ['in', 121, 123], ['the', 124, 125], ['marketplace', 127, 142]]","['_ZvGsdSm4mo_169.073333-174.753333/00000', 'yDMVqJL5tzY_216.940000-222.660000/00000', '8VttJ5rTwcM_164.704000-170.424000/00000', 'WERPmC39OTE_263.342800-268.982800/00000', 'TI4frlSPrng_233.920000-239.760000/00000']",144,"[0.65496224, 0.8350389, 0.6394503]",1.0,0.0,0.0
UKSXKQql8Gg,284.697067,287.857067,UKSXKQql8Gg_284.697067-287.857067/00000,a somnamed a lot of people wear these if they snore so,"[['a', 0, 0], ['somnamed', 1, 17], ['a', 22, 23], ['lot', 24, 27], ['of', 28, 29], ['people', 30, 36], ['wear', 37, 41], ['these', 41, 46], ['if', 48, 50], ['they', 51, 55], ['snore', 56, 66], ['so', 76, 79]]","['jOMiJN-_KzI_150.320000-153.440000/00000', 'h7popU8F2gc_222.265000-225.425000/00000', '02PPZ3EAnak_39.033333-42.113333/00001', 'lNGtzaocsAA_204.882200-208.082200/00000', 'tAp6A-Fycsk_247.246433-250.326433/00000']",81,"[0.9721451, 0.8827091, 0.8049989]",1.0,0.0,0.0
9abjsU7ibvE,283.3411,285.3011,9abjsU7ibvE_283.341100-285.301100/00000,until he determines your identity and,"[['until', 0, 5], ['he', 6, 8], ['determines', 8, 17], ['your', 18, 21], ['identity', 22, 33], ['and', 47, 49]]","['IG7xDUyOqmU_106.208000-108.208000/00000', 'acu6sf807QQ_141.774167-143.694167/00000', 'bwmWHV79vTQ_55.260267-57.220267/00000', 'ulLwMrZ-_Jo_159.542300-161.462300/00000', 'jIwyH7h_aks_235.154600-237.114600/00000']",51,,,,
39cUQgKVnuo,193.878333,199.318333,39cUQgKVnuo_193.878333-199.318333/00000,actually thats way overhyped compared to like the actual reality of,"[['actually', 0, 8], ['thats', 8, 22], ['way', 47, 52], ['overhyped', 54, 67], ['compared', 81, 90], ['to', 90, 93], ['like', 93, 97], ['the', 97, 99], ['actual', 101, 112], ['reality', 121, 133], ['of', 135, 136]]","['KABmuIT1X6k_227.685100-233.125100/00000', 'r0elO0q-O6I_32.160000-37.560000/00000', 'd0DHbN-bLSM_226.702400-232.182400/00000', 'ASZbArr7vdI_144.372367-149.852367/00000', 'VG5ZOOb5T9o_260.992689-266.312689/00000']",138,"[0.97919375, 0.53014976, 0.8005814]",1.0,1.0,0.0
AaWFxbOoTXU,286.619267,289.539267,AaWFxbOoTXU_286.619267-289.539267/00000,short phonogram its a clock stroke,"[['short', 0, 8], ['phonogram', 9, 26], ['its', 42, 46], ['a', 47, 47], ['clock', 50, 61], ['stroke', 63, 73]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
q0ODF9Hu0hQ,186.993333,189.833333,q0ODF9Hu0hQ_186.993333-189.833333/00000,of other differences mainly its that the,"[['of', 0, 2], ['other', 3, 8], ['differences', 8, 21], ['mainly', 42, 52], ['its', 55, 59], ['that', 62, 66], ['the', 68, 71]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
R0E-LJMDK74,99.3187,102.2787,R0E-LJMDK74_99.318700-102.278700/00000,included switches and jumpers for evaluating features,"[['included', 0, 9], ['switches', 10, 20], ['and', 21, 23], ['jumpers', 25, 35], ['for', 42, 46], ['evaluating', 47, 62], ['features', 64, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
1He7shdHYnM,152.284067,155.124067,1He7shdHYnM_152.284067-155.124067/00000,three tiles so its three inches,"[['three', 0, 5], ['tiles', 7, 19], ['so', 36, 40], ['its', 42, 46], ['three', 50, 58], ['inches', 62, 71]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
WKCak99uZ8Y,105.973333,107.613333,WKCak99uZ8Y_105.973333-107.613333/00000,the company had no more such,"[['the', 0, 2], ['company', 3, 13], ['had', 14, 19], ['no', 22, 26], ['more', 27, 33], ['such', 35, 41]]","['OlugY_yg1HE_16.669000-18.309000/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'obrHov9XfRk_259.440000-261.120000/00000', '5PDZF-MMy94_284.280000-285.960000/00000']",43,,,,
fpRCOvboF6Q,200.5592,203.5592,fpRCOvboF6Q_200.559200-203.559200/00000,cenotaph its a monument erected to honor the seminole,"[['cenotaph', 0, 14], ['its', 18, 21], ['a', 23, 23], ['monument', 25, 37], ['erected', 39, 49], ['to', 50, 52], ['honor', 53, 60], ['the', 61, 64], ['seminole', 65, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000', '7qexZo5TZpE_174.198367-177.198367/00000']",77,,,,
2h6D7nI2ur0,257.603933,261.643933,2h6D7nI2ur0_257.603933-261.643933/00000,this a pen is this a pen yes it is a pen yes it,"[['this', 0, 5], ['a', 7, 8], ['pen', 10, 17], ['is', 22, 24], ['this', 25, 30], ['a', 32, 32], ['pen', 34, 41], ['yes', 53, 60], ['it', 64, 66], ['is', 69, 73], ['a', 75, 75], ['pen', 77, 85], ['yes', 88, 95], ['it', 99, 101]]","['1LPZkXvxQAE_83.975867-88.015867/00000', 'dJbpHukiQ7I_212.116533-216.156533/00000', 'OlAO9Ho-N58_36.709367-40.789367/00000', 'ulsh4MDFOnc_35.983000-39.983000/00000', 'eyBM3CsbUMI_111.614000-115.694000/00000']",103,"[0.50585485, 0.47824615, 0.31897923]",0.0,0.0,0.0
1pbu9-IVrVQ,273.941622,275.901622,1pbu9-IVrVQ_273.941622-275.901622/00001,between all that i saw,"[['between', 0, 7], ['all', 8, 11], ['that', 13, 17], ['i', 42, 43], ['saw', 45, 49]]","['Ydz4Az9aeiY_275.043267-276.883267/00000', 'ygQOmVVfAeY_39.819500-41.659500/00000', 'yY25iPNFvIU_79.683333-81.523333/00000', 'Ydz4Az9aeiY_70.143167-71.983167/00000', 'DKRkxGpono0_131.406667-133.246667/00000']",48,,,,
6EUq0VJb1_c,151.163467,153.963467,6EUq0VJb1_c_151.163467-153.963467/00000,on this curriculum for these computers that will,"[['on', 0, 1], ['this', 2, 6], ['curriculum', 7, 21], ['for', 28, 31], ['these', 33, 38], ['computers', 40, 54], ['that', 63, 65], ['will', 66, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000', 'GHRFKm37DO4_225.418167-228.218167/00002']",72,,,,
qGUG89cXB7s,102.772167,105.732167,qGUG89cXB7s_102.772167-105.732167/00000,started back to the fundamentals we need to do the,"[['started', 0, 8], ['back', 30, 34], ['to', 35, 37], ['the', 37, 39], ['fundamentals', 40, 52], ['we', 61, 63], ['need', 64, 67], ['to', 68, 69], ['do', 70, 72], ['the', 72, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,"[0.96247977, 0.5340752, 0.6943445]",1.0,0.0,0.0
qYZIT-h7f5M,218.233333,221.233333,qYZIT-h7f5M_218.233333-221.233333/00000,ive earned back because of your program,"[['ive', 0, 3], ['earned', 4, 9], ['back', 9, 16], ['because', 45, 55], ['of', 56, 57], ['your', 58, 62], ['program', 63, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', '7qexZo5TZpE_174.198367-177.198367/00000']",77,,,,
8_Un8Lm-TCs,263.929733,266.889733,8_Un8Lm-TCs_263.929733-266.889733/00000,these three types of adjectives,"[['these', 0, 7], ['three', 18, 25], ['types', 36, 46], ['of', 52, 54], ['adjectives', 63, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
KmmwioP3bQA,277.083067,280.083067,KmmwioP3bQA_277.083067-280.083067/00000,posture restores upon itself and you just,"[['posture', 0, 9], ['restores', 10, 19], ['upon', 21, 26], ['itself', 27, 37], ['and', 46, 68], ['you', 68, 71], ['just', 72, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
7qexZo5TZpE,69.428,74.708,7qexZo5TZpE_69.428000-74.708000/00000,so you teach a lot of people and you sometimes teach in chicken,"[['so', 0, 1], ['you', 2, 16], ['teach', 17, 24], ['a', 64, 65], ['lot', 66, 69], ['of', 70, 71], ['people', 72, 80], ['and', 82, 85], ['you', 91, 94], ['sometimes', 95, 104], ['teach', 106, 120], ['in', 121, 122], ['chicken', 124, 132]]","['VG5ZOOb5T9o_260.992689-266.312689/00000', 'tpKUM_rSXhI_282.079200-287.399200/00000', 'YzTlnJGdkLc_232.945367-238.185367/00000', 'gD5ciEMMTB8_174.640000-179.920000/00000', 'r0elO0q-O6I_32.160000-37.560000/00000']",135,"[0.89730465, 0.53059524, 0.35326788]",1.0,1.0,1.0
B9UYv1klnFQ,45.985533,47.945533,B9UYv1klnFQ_45.985533-47.945533/00000,by the cross how would you,"[['by', 0, 7], ['the', 8, 11], ['cross', 12, 24], ['how', 40, 42], ['would', 43, 46], ['you', 47, 49]]","['IG7xDUyOqmU_106.208000-108.208000/00000', '9abjsU7ibvE_283.341100-285.301100/00000', 'acu6sf807QQ_141.774167-143.694167/00000', 'bwmWHV79vTQ_55.260267-57.220267/00000', 'ulLwMrZ-_Jo_159.542300-161.462300/00000']",51,,,,
AFxyr9_DiG8,151.936533,154.416533,AFxyr9_DiG8_151.936533-154.416533/00000,rock solid on that table still producing the sound it,"[['rock', 0, 6], ['solid', 7, 15], ['on', 15, 17], ['that', 17, 20], ['table', 22, 29], ['still', 31, 36], ['producing', 37, 49], ['the', 52, 54], ['sound', 55, 60], ['it', 61, 62]]","['cikluDJADJ8_258.413333-260.933333/00000', 'eCRC6ItsAdQ_74.566067-77.006067/00000', 'JH6jEcLxJEI_270.820000-273.380000/00000', 'Y4dojl8Qt7Q_277.163267-279.563267/00000', '_x2BRX8ENN8_286.440000-289.040000/00000']",64,"[0.97013503, 0.6403946, 0.60053957]",0.0,0.0,0.0
inU3MIyxY-Y,142.332833,145.212833,inU3MIyxY-Y_142.332833-145.212833/00000,conducting what might be the grandest technology experiment the world has,"[['conducting', 0, 10], ['what', 11, 14], ['might', 15, 19], ['be', 20, 23], ['the', 24, 27], ['grandest', 29, 39], ['technology', 39, 50], ['experiment', 51, 62], ['the', 63, 65], ['world', 66, 69], ['has', 70, 72]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,"[0.7950459, 0.7624593, 0.5098842]",1.0,1.0,1.0
OlAO9Ho-N58,106.6238,110.2238,OlAO9Ho-N58_106.623800-110.223800/00000,the back of the robot to the front of the robot and it allows our laser,"[['the', 0, 1], ['back', 2, 7], ['of', 7, 8], ['the', 9, 10], ['robot', 11, 18], ['to', 19, 20], ['the', 21, 23], ['front', 24, 29], ['of', 29, 31], ['the', 31, 33], ['robot', 34, 44], ['and', 54, 56], ['it', 57, 58], ['allows', 59, 70], ['our', 70, 80], ['laser', 82, 90]]","['auqI-xQTrGI_226.533333-230.133333/00000', '_ULyHl0Nd1o_122.655667-126.255667/00001', 'eWt2ibTKdFI_44.377000-47.897000/00000', 'TvteDoRSRr8_61.049956-64.569956/00000', 's22h8PpBXbs_62.008133-65.648133/00000']",92,"[0.7553353, 0.7307661, 0.56728995]",1.0,1.0,1.0
28LMoYP2CB8,205.353333,209.993333,28LMoYP2CB8_205.353333-209.993333/00000,line that indicates password or passcode you can then press select,"[['line', 0, 6], ['that', 7, 10], ['indicates', 12, 23], ['password', 27, 40], ['or', 43, 45], ['passcode', 46, 61], ['you', 89, 92], ['can', 93, 95], ['then', 96, 99], ['press', 100, 106], ['select', 107, 116]]","['uzgdaJCf0Mk_229.006933-233.646933/00000', 'SIUXzHU2fHE_180.120000-184.800000/00000', 'p5kMp9e-7kU_262.382000-267.062000/00000', 'irP5RCdpilc_161.320200-165.920200/00000', 'LgyPB9SK-jY_191.576167-196.136167/00000']",118,"[0.9900829, 0.4278853, 0.72504747]",1.0,0.0,0.0
5oPRLH4eLuc,77.870767,81.190767,5oPRLH4eLuc_77.870767-81.190767/00001,enablers so i love to see you guys talking to each other your,"[['enablers', 0, 16], ['so', 33, 37], ['i', 38, 39], ['love', 40, 43], ['to', 44, 46], ['see', 47, 50], ['you', 51, 52], ['guys', 53, 56], ['talking', 56, 63], ['to', 63, 65], ['each', 66, 68], ['other', 69, 73], ['your', 79, 83]]","['atxtQBahe_c_265.619000-268.939000/00000', '-FnK36ZXdNw_120.320000-123.720000/00000', 'FLhuFKCiX0A_266.228333-269.788333/00000', '615i4j7_yG8_190.194633-193.554633/00000', '-7DubWJt6fg_133.598167-136.878167/00000']",86,"[0.9143448, 0.5384896, 0.6472004]",1.0,0.0,0.0
Tqrfa-kEGJI,2.127833,8.007833,Tqrfa-kEGJI_2.127833-8.007833/00000,tailend teacher and today we will do some phonics lessons and some exercises to master up pronunciation,"[['tailend', 0, 8], ['teacher', 9, 18], ['and', 21, 23], ['today', 25, 32], ['we', 33, 34], ['will', 36, 43], ['do', 44, 48], ['some', 49, 53], ['phonics', 54, 62], ['lessons', 63, 74], ['and', 80, 82], ['some', 83, 86], ['exercises', 88, 105], ['to', 110, 114], ['master', 116, 125], ['up', 127, 129], ['pronunciation', 130, 147]]","['YaG_ljfzeUw_161.798000-167.718000/00000', 'TI4frlSPrng_233.920000-239.760000/00000', 'WSH8Utmak58_222.754000-228.674000/00000', 'vj9IZ-yqAfI_292.939233-298.899233/00000', 'yDMVqJL5tzY_216.940000-222.660000/00000']",149,"[0.55779463, 0.6566347, 0.55463773]",0.0,0.0,0.0
r0elO0q-O6I,32.16,37.56,r0elO0q-O6I_32.160000-37.560000/00000,fundraiser that were doing for actually that the renegade pigs and,"[['fundraiser', 0, 14], ['that', 31, 36], ['were', 38, 43], ['doing', 43, 50], ['for', 55, 65], ['actually', 85, 91], ['that', 92, 95], ['the', 97, 102], ['renegade', 104, 113], ['pigs', 114, 121], ['and', 131, 135]]","['VG5ZOOb5T9o_260.992689-266.312689/00000', 'tpKUM_rSXhI_282.079200-287.399200/00000', 'KABmuIT1X6k_227.685100-233.125100/00000', '39cUQgKVnuo_193.878333-199.318333/00000', 'd0DHbN-bLSM_226.702400-232.182400/00000']",137,"[0.57133484, 0.343222, 0.46303344]",0.0,0.0,0.0
-7DubWJt6fg,133.598167,136.878167,-7DubWJt6fg_133.598167-136.878167/00000,or an action or maybe even another story in you and thats,"[['or', 0, 3], ['an', 4, 5], ['action', 11, 19], ['or', 20, 22], ['maybe', 23, 30], ['even', 31, 35], ['another', 36, 43], ['story', 45, 52], ['in', 54, 55], ['you', 56, 61], ['and', 62, 63], ['thats', 76, 82]]","['dUTVpMh4F0c_101.104233-104.424233/00000', 'atxtQBahe_c_265.619000-268.939000/00000', '-FnK36ZXdNw_120.320000-123.720000/00000', 'oNV0SJoxrQY_245.761333-249.041333/00000', 'FLhuFKCiX0A_266.228333-269.788333/00000']",85,"[0.6730891, 0.61390984, 0.38830337]",0.0,0.0,0.0
Fnl7SI2KlbM,240.56,243.48,Fnl7SI2KlbM_240.560000-243.480000/00001,is another uncle he is one of my fathers brothers,"[['is', 0, 3], ['another', 5, 15], ['uncle', 17, 23], ['he', 33, 35], ['is', 36, 38], ['one', 40, 43], ['of', 44, 45], ['my', 47, 50], ['fathers', 53, 64], ['brothers', 65, 73]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,"[0.5043112, 0.82164365, 0.48855805]",1.0,0.0,0.0
8Lg8K95bZOY,114.467,117.067,8Lg8K95bZOY_114.467000-117.067000/00000,when you bring the induction head down over a shrinkfit holder,"[['when', 0, 3], ['you', 4, 6], ['bring', 7, 11], ['the', 12, 13], ['induction', 14, 24], ['head', 25, 28], ['down', 29, 36], ['over', 41, 45], ['a', 45, 46], ['shrinkfit', 47, 58], ['holder', 59, 65]]","['MYGp50XWvUQ_277.640000-280.280000/00001', 'KABmuIT1X6k_258.210800-260.810800/00000', 'B9UYv1klnFQ_30.270000-33.150000/00000', 'jpbTJ-3gNJw_170.840000-173.520000/00000', '_x2BRX8ENN8_286.440000-289.040000/00000']",67,"[0.9974849, 0.5374135, 0.43305868]",1.0,1.0,0.0
w7wgIZJsUUI,69.291667,71.211667,w7wgIZJsUUI_69.291667-71.211667/00000,for doing this despite seeing these figures,"[['for', 0, 2], ['doing', 3, 7], ['this', 8, 11], ['despite', 14, 24], ['seeing', 28, 34], ['these', 36, 39], ['figures', 40, 48]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', '14voWHiySSY_244.446000-246.366000/00000']",50,,,,
QbfOqH3yx10,249.831933,255.071933,QbfOqH3yx10_249.831933-255.071933/00000,room temperature and one atmosphere pressure and just to review in this tank,"[['room', 0, 6], ['temperature', 7, 18], ['and', 18, 20], ['one', 21, 23], ['atmosphere', 25, 36], ['pressure', 38, 48], ['and', 49, 78], ['just', 100, 104], ['to', 104, 107], ['review', 107, 115], ['in', 116, 118], ['this', 119, 122], ['tank', 124, 131]]","['YzTlnJGdkLc_232.945367-238.185367/00000', 'gD5ciEMMTB8_174.640000-179.920000/00000', 'CYXjx0sXYlk_221.880900-227.080900/00000', '10s9g8aG1x0_230.452933-235.572933/00000', 'WSH8Utmak58_81.596000-86.756000/00000']",133,"[0.5729084, 0.36525205, 0.39718577]",1.0,1.0,0.0
22PBuCG9Ig8,218.2098,219.9298,22PBuCG9Ig8_218.209800-219.929800/00000,slam okay so what split,"[['slam', 0, 8], ['okay', 21, 27], ['so', 27, 30], ['what', 30, 35], ['split', 36, 43]]","['YhK7opcG6ao_97.123533-98.843533/00000', 'FQ0UwvWltrY_55.280000-57.080000/00000', 'mj3Tt0uratA_170.749300-172.509300/00000', 'CF2HyCYJrFU_170.122567-171.882567/00000', '1kgrbYCHspE_293.786267-295.506267/00001']",46,,,,
wqhh1OzaXNM,66.246733,67.926733,wqhh1OzaXNM_66.246733-67.926733/00000,recently that have been using,"[['recently', 0, 10], ['that', 11, 14], ['have', 15, 19], ['been', 21, 28], ['using', 35, 42]]","['gcevPhfNEtM_203.088000-204.768000/00000', 'A1zP7qrcOFk_35.850300-37.530300/00000', 'nWjCcjO17ag_48.240000-49.920000/00000', 'tOD0LwrT2Gs_294.580000-296.300000/00000', 'ZQPUxpHdZBc_1.307933-2.987933/00000']",44,,,,
dYYf1ND-so4,132.896433,136.616433,dYYf1ND-so4_132.896433-136.616433/00000,the space endeavors in this country as well as working just,"[['the', 0, 2], ['space', 4, 12], ['endeavors', 13, 23], ['in', 24, 25], ['this', 26, 29], ['country', 31, 41], ['as', 51, 54], ['well', 55, 61], ['as', 66, 69], ['working', 83, 89], ['just', 90, 93]]","['VVutps_dSBA_195.701933-199.461933/00000', 'KJqsyoVYdLw_175.673000-179.673000/00000', 'EuHPOR3NTbM_34.231800-38.031800/00000', '5GXOJPKidrA_246.438367-250.198367/00000', 'vq270S4pLQc_168.633133-172.313133/00000']",96,"[0.8037702, 0.53359646, 0.3814197]",1.0,0.0,0.0
rrksK7GhfJM,61.826633,68.026633,rrksK7GhfJM_61.826633-68.026633/00000,to iceland and thats also why we have very pale skin theres,"[['to', 0, 2], ['iceland', 5, 12], ['and', 44, 47], ['thats', 54, 60], ['also', 61, 67], ['why', 70, 76], ['we', 78, 81], ['have', 82, 87], ['very', 99, 105], ['pale', 106, 113], ['skin', 114, 121], ['theres', 151, 155]]","['2lbUV_-Km54_151.840000-158.040000/00000', 'dqt6uzGyGj8_291.781267-298.061267/00000', 'nGu66zO81ss_180.360000-186.680000/00000', 'hGgbpmRnp88_283.254267-289.334267/00000', 'lRG5o4FKeI0_62.586833-68.626833/00000']",157,"[0.99783736, 0.948469, 0.47926447]",1.0,1.0,1.0
RlM4HGpDBhg,129.3288,133.7288,RlM4HGpDBhg_129.328800-133.728800/00000,is about the question can someone modern can modern people,"[['is', 0, 1], ['about', 6, 18], ['the', 18, 33], ['question', 34, 47], ['can', 57, 62], ['someone', 64, 74], ['modern', 76, 86], ['can', 88, 92], ['modern', 94, 101], ['people', 102, 110]]","['Z_uF3axOMGE_233.766067-238.126067/00000', 'jnsuH9_qYyA_33.372700-37.732700/00000', 'oNV0SJoxrQY_270.658289-274.978289/00000', 'sNgJ874MOss_248.840000-253.120000/00000', 'IQMIZ96UQR0_16.853467-21.093467/00000']",112,"[0.9980192, 0.9906126, 0.97573483]",1.0,1.0,1.0
AaWFxbOoTXU,286.459267,291.259267,AaWFxbOoTXU_286.459267-291.259267/00000,a short phonogram its a clock stroke we always begin at,"[['a', 0, 2], ['short', 4, 12], ['phonogram', 13, 30], ['its', 46, 50], ['a', 51, 51], ['clock', 54, 65], ['stroke', 67, 77], ['we', 93, 97], ['always', 99, 107], ['begin', 108, 119], ['at', 119, 120]]","['5ya-Bk4bxt0_104.120000-108.960000/00000', 'OogSLKH14zs_156.114822-160.874822/00001', 'ndDHRY4pTqo_127.679567-132.399567/00001', 'sW9sr2_Z5kk_270.200000-275.200000/00000', '6EUq0VJb1_c_151.243467-155.963467/00000']",122,"[0.98153573, 0.54305106, 0.44679916]",0.0,0.0,0.0
OlugY_yg1HE,16.669,18.309,OlugY_yg1HE_16.669000-18.309000/00000,nasas social channels using the,"[['nasas', 0, 9], ['social', 10, 18], ['channels', 19, 30], ['using', 33, 38], ['the', 39, 41]]","['u3xzUzBp4BE_176.078167-177.718167/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'obrHov9XfRk_259.440000-261.120000/00000', '5PDZF-MMy94_284.280000-285.960000/00000', 'WKCak99uZ8Y_105.973333-107.613333/00000']",43,,,,
KTeLuMism2o,95.215,98.055,KTeLuMism2o_95.215000-98.055000/00000,your exocrine system like your,"[['your', 0, 11], ['exocrine', 31, 48], ['system', 49, 60], ['like', 61, 66], ['your', 66, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
v7uM_JArHNQ,196.6276,198.6276,v7uM_JArHNQ_196.627600-198.627600/00000,gives you a lot of customization and abilities,"[['gives', 0, 4], ['you', 4, 7], ['a', 7, 8], ['lot', 9, 12], ['of', 13, 14], ['customization', 16, 35], ['and', 36, 38], ['abilities', 39, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'qfWMtXJ00Ks_191.688900-193.688900/00000']",52,"[0.9999647, 0.9997985, 0.9950885]",1.0,1.0,1.0
